Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1669570656,2022-11-27T17:37:36Z,FDB1715,"34.274094,53.052528",35775,409,317
1669570717,2022-11-27T17:38:37Z,FDB1715,"34.360062,52.956791",35950,410,317
1669570778,2022-11-27T17:39:38Z,FDB1715,"34.445259,52.861176",36000,415,316
1669570839,2022-11-27T17:40:39Z,FDB1715,"34.531284,52.764587",36000,417,317
1669570900,2022-11-27T17:41:40Z,FDB1715,"34.618195,52.666664",36000,418,317
1669570961,2022-11-27T17:42:41Z,FDB1715,"34.704391,52.569187",36000,418,316
1669571023,2022-11-27T17:43:43Z,FDB1715,"34.791229,52.470871",36000,415,317
1669571084,2022-11-27T17:44:44Z,FDB1715,"34.877075,52.372856",36000,413,316
1669571109,2022-11-27T17:45:09Z,FDB1715,"34.907364,52.330292",36000,404,306
1669571112,2022-11-27T17:45:12Z,FDB1715,"34.911106,52.323761",36000,403,305
1669571115,2022-11-27T17:45:15Z,FDB1715,"34.914139,52.318295",36000,402,303
1669571118,2022-11-27T17:45:18Z,FDB1715,"34.917435,52.312019",36000,401,302
1669571121,2022-11-27T17:45:21Z,FDB1715,"34.919952,52.306995",36000,401,301
1669571124,2022-11-27T17:45:24Z,FDB1715,"34.922974,52.300694",36000,401,300
1669571127,2022-11-27T17:45:27Z,FDB1715,"34.925678,52.294807",36000,399,298
1669571130,2022-11-27T17:45:30Z,FDB1715,"34.928192,52.289036",36000,400,298
1669571191,2022-11-27T17:46:31Z,FDB1715,"34.982437,52.166729",36000,402,298
1669571222,2022-11-27T17:47:02Z,FDB1715,"35.012238,52.106472",36000,413,308
1669571225,2022-11-27T17:47:05Z,FDB1715,"35.0159,52.101429",36000,414,310
1669571228,2022-11-27T17:47:08Z,FDB1715,"35.018734,52.097683",36000,416,312
1669571231,2022-11-27T17:47:11Z,FDB1715,"35.023636,52.091732",36000,417,314
1669571234,2022-11-27T17:47:14Z,FDB1715,"35.028511,52.086353",36000,420,317
1669571237,2022-11-27T17:47:17Z,FDB1715,"35.033119,52.081661",36000,422,319
1669571240,2022-11-27T17:47:20Z,FDB1715,"35.037403,52.077656",36000,423,322
1669571243,2022-11-27T17:47:23Z,FDB1715,"35.041855,52.073738",36000,425,323
1669571246,2022-11-27T17:47:26Z,FDB1715,"35.047302,52.069424",36000,427,326
1669571250,2022-11-27T17:47:30Z,FDB1715,"35.052841,52.065331",36000,429,328
1669571253,2022-11-27T17:47:33Z,FDB1715,"35.058071,52.061863",36000,431,330
1669571256,2022-11-27T17:47:36Z,FDB1715,"35.062912,52.058994",36000,433,333
1669571259,2022-11-27T17:47:39Z,FDB1715,"35.069103,52.055569",36000,434,335
1669571262,2022-11-27T17:47:42Z,FDB1715,"35.074551,52.052994",36000,437,337
1669571265,2022-11-27T17:47:45Z,FDB1715,"35.080673,52.050419",36000,439,340
1669571268,2022-11-27T17:47:48Z,FDB1715,"35.086304,52.048347",36000,441,343
1669571271,2022-11-27T17:47:51Z,FDB1715,"35.092209,52.04644",36000,441,344
1669571274,2022-11-27T17:47:54Z,FDB1715,"35.098572,52.04459",36000,441,345
1669571277,2022-11-27T17:47:57Z,FDB1715,"35.104717,52.042694",36000,441,345
1669571280,2022-11-27T17:48:00Z,FDB1715,"35.111023,52.040779",36000,441,345
1669571283,2022-11-27T17:48:03Z,FDB1715,"35.116791,52.038986",36000,440,345
1669571286,2022-11-27T17:48:06Z,FDB1715,"35.122879,52.037079",36000,440,345
1669571347,2022-11-27T17:49:07Z,FDB1715,"35.2435,52.000294",36000,440,346
1669571409,2022-11-27T17:50:09Z,FDB1715,"35.364716,51.964417",36000,438,346
1669571470,2022-11-27T17:51:10Z,FDB1715,"35.484818,51.928459",36000,432,346
1669571531,2022-11-27T17:52:11Z,FDB1715,"35.601791,51.892948",36000,429,346
1669571593,2022-11-27T17:53:13Z,FDB1715,"35.720791,51.857048",36000,418,346
1669571654,2022-11-27T17:54:14Z,FDB1715,"35.834282,51.822334",36000,411,345
1669571716,2022-11-27T17:55:16Z,FDB1715,"35.946381,51.784874",36000,403,339
1669571779,2022-11-27T17:56:19Z,FDB1715,"36.058548,51.735191",36000,400,340
1669571840,2022-11-27T17:57:20Z,FDB1715,"36.165222,51.687809",36000,398,340
1669571906,2022-11-27T17:58:26Z,FDB1715,"36.275116,51.638718",36000,390,340
1669571981,2022-11-27T17:59:41Z,FDB1715,"36.401241,51.582096",36000,386,340
1669572045,2022-11-27T18:00:45Z,FDB1715,"36.512787,51.532059",36000,387,340
1669572110,2022-11-27T18:01:50Z,FDB1715,"36.622227,51.48246",36000,390,339
1669572171,2022-11-27T18:02:51Z,FDB1715,"36.728924,51.44249",36000,404,345
1669572235,2022-11-27T18:03:55Z,FDB1715,"36.845581,51.404171",36000,406,345
1669572314,2022-11-27T18:05:14Z,FDB1715,"36.988678,51.356644",36000,406,345
1669572374,2022-11-27T18:06:14Z,FDB1715,"37.098129,51.320236",36000,410,344
1669572438,2022-11-27T18:07:18Z,FDB1715,"37.213989,51.281609",36000,412,345
1669572499,2022-11-27T18:08:19Z,FDB1715,"37.327332,51.243797",36000,415,345
1669572561,2022-11-27T18:09:21Z,FDB1715,"37.444519,51.204704",36000,416,344
1669572625,2022-11-27T18:10:25Z,FDB1715,"37.564087,51.164265",36000,419,344
1669572689,2022-11-27T18:11:29Z,FDB1715,"37.683292,51.123863",36000,422,344
1669572750,2022-11-27T18:12:30Z,FDB1715,"37.798603,51.084812",36000,427,344
1669572812,2022-11-27T18:13:32Z,FDB1715,"37.917637,51.04475",36000,429,345
1669572864,2022-11-27T18:14:24Z,FDB1715,"38.019772,51.018658",36000,448,355
1669572867,2022-11-27T18:14:27Z,FDB1715,"38.025963,51.018181",36000,449,356
1669572870,2022-11-27T18:14:30Z,FDB1715,"38.031597,51.017879",36000,450,357
1669572873,2022-11-27T18:14:33Z,FDB1715,"38.038067,51.017643",36000,452,358
1669572934,2022-11-27T18:15:34Z,FDB1715,"38.165154,51.018658",36000,430,358
1669572998,2022-11-27T18:16:38Z,FDB1715,"38.291218,51.01997",36000,430,358
1669573061,2022-11-27T18:17:41Z,FDB1715,"38.416817,51.021912",36000,429,1
